user_id,recipe_id,rating,timestamp,,,,,,,,,,,,,,,,,,,,,,
300,6HPmarFL,0.3,12/03/2024 20:56,,,,,,,,,,,,,,,,,,,,,,
405,DGE7DOdC,3.7,07/26/2024 00:04:40,,,,,,,,,,,,,,,,,,,,,,
478,nxkYj09Q,3.4,07/16/2024 15:30:20,,,,,,,,,,,,,,,,,,,,,,
921,4ymP2vDF,2.5,08/21/2024 15:28:33,,,,,,,,,,,,,,,,,,,,,,
419,B5P3qRxl,2.2,05/04/2024 05:21,,,,,,,,,,,,,,,,,,,,,,
599,3SugIfuh,2.9,12/06/2024 23:07,,,,,,,,,,,,,,,,,,,,,,
407,6cGBdrNa,4.4,11/19/2024 02:50:44,,,,,,,,,,,,,,,,,,,,,,
252,9uhJRpll,1.2,10/17/2024 14:12:11,,,,,,,,,,,,,,,,,,,,,,
572,DLw8ulZ0,0.5,08/22/2024 03:46:32,,,,,,,,,,,,,,,,,,,,,,
295,DLw8ulZ0,2.5,11/21/2024 23:04:03,,,,,,,,,,,,,,,,,,,,,,
272,0EzVhTsa,3.8,07/04/2024 15:30,,,,,,,,,,,,,,,,,,,,,,
886,YjOtPCEF,1.7,08/21/2024 02:30:47,,,,,,,,,,,,,,,,,,,,,,
2,mqvqevQR,1,05/24/2024 09:14:47,,,,,,,,,,,,,,,,,,,,,,
798,NkG9FjA9,0.8,11/30/2024 04:23:55,,,,,,,,,,,,,,,,,,,,,,
891,cvu1apHp,2.4,07/28/2024 06:03:51,,,,,,,,,,,,,,,,,,,,,,
191,dx5D36N5,4.8,07/24/2024 11:28:15,,,,,,,,,,,,,,,,,,,,,,
671,8Gku9ySR,2.3,10/18/2024 04:08:19,,,,,,,,,,,,,,,,,,,,,,
546,8Gku9ySR,1.2,05/10/2024 07:26,,,,,,,,,,,,,,,,,,,,,,
266,jAwUaSm0,4.8,12/01/2024 08:30,,,,,,,,,,,,,,,,,,,,,,
464,m27HdV6p,4,06/05/2024 00:14,,,,,,,,,,,,,,,,,,,,,,
655,4ymP2vDF,3.2,11/22/2024 11:45:10,,,,,,,,,,,,,,,,,,,,,,
667,kOqYMICU,2.4,05/23/2024 00:10:13,,,,,,,,,,,,,,,,,,,,,,
258,nxkYj09Q,3.4,12/05/2024 15:44,,,,,,,,,,,,,,,,,,,,,,
306,aHOw7qTH,2,12/11/2024 05:55,,,,,,,,,,,,,,,,,,,,,,
339,6HPmarFL,1.6,08/14/2024 02:18:46,,,,,,,,,,,,,,,,,,,,,,
713,hZEXpOSP,3.5,10/23/2024 16:05:13,,,,,,,,,,,,,,,,,,,,,,
310,cvu1apHp,1.3,09/22/2024 20:07:02,,,,,,,,,,,,,,,,,,,,,,
906,B5P3qRxl,1.1,06/07/2024 16:14,,,,,,,,,,,,,,,,,,,,,,
582,fLc9j3UC,1.1,09/22/2024 21:07:01,,,,,,,,,,,,,,,,,,,,,,
961,wvaT0151,4.7,06/25/2024 08:24:52,,,,,,,,,,,,,,,,,,,,,,
935,wvaT0151,0.8,07/08/2024 02:44,,,,,,,,,,,,,,,,,,,,,,
198,fygt2rXy,3.5,10/12/2024 19:16,,,,,,,,,,,,,,,,,,,,,,
956,cZK9agVW,4.7,07/25/2024 17:43:55,,,,,,,,,,,,,,,,,,,,,,
823,m27HdV6p,0.2,11/17/2024 01:32:45,,,,,,,,,,,,,,,,,,,,,,
301,g9GNouOt,3.7,10/11/2024 00:27,,,,,,,,,,,,,,,,,,,,,,
932,PNqRcyJz,0.1,10/08/2024 16:47,,,,,,,,,,,,,,,,,,,,,,
105,fMTh70Hi,2.5,12/10/2024 02:57,,,,,,,,,,,,,,,,,,,,,,
666,9uhJRpll,1.7,10/25/2024 19:45:15,,,,,,,,,,,,,,,,,,,,,,
765,fMTh70Hi,0.3,11/01/2024 16:59,,,,,,,,,,,,,,,,,,,,,,
105,B5P3qRxl,1.6,09/01/2024 14:08,,,,,,,,,,,,,,,,,,,,,,
208,9vCM5fVN,1.6,11/30/2024 11:00:20,,,,,,,,,,,,,,,,,,,,,,
839,YOjncZCI,4.7,09/01/2024 22:44,,,,,,,,,,,,,,,,,,,,,,
268,fygt2rXy,1,07/11/2024 15:15,,,,,,,,,,,,,,,,,,,,,,
729,Z4apxlgF,3.1,06/12/2024 14:49,,,,,,,,,,,,,,,,,,,,,,
563,YOjncZCI,4.6,12/03/2024 11:24,,,,,,,,,,,,,,,,,,,,,,
727,DaXYgZ7B,3.8,06/17/2024 16:12:44,,,,,,,,,,,,,,,,,,,,,,
171,8Gku9ySR,0.4,11/05/2024 21:54,,,,,,,,,,,,,,,,,,,,,,
2,8Gku9ySR,1.6,07/26/2024 09:25:06,,,,,,,,,,,,,,,,,,,,,,
552,g9GNouOt,0.9,07/03/2024 20:27,,,,,,,,,,,,,,,,,,,,,,
37,FcXoSIWK,2.4,09/10/2024 02:35,,,,,,,,,,,,,,,,,,,,,,
351,Z4apxlgF,2.5,05/28/2024 00:28:15,,,,,,,,,,,,,,,,,,,,,,
352,fLc9j3UC,1.8,06/22/2024 13:25:45,,,,,,,,,,,,,,,,,,,,,,
300,dx5D36N5,3.4,11/02/2024 05:04,,,,,,,,,,,,,,,,,,,,,,
329,WBUDCzp4,4.7,10/06/2024 09:17,,,,,,,,,,,,,,,,,,,,,,
172,WBUDCzp4,4.2,11/18/2024 19:30:10,,,,,,,,,,,,,,,,,,,,,,
380,KYQWOuPt,3.4,09/03/2024 06:04,,,,,,,,,,,,,,,,,,,,,,
394,hZEXpOSP,3.5,12/23/2024 22:16:46,,,,,,,,,,,,,,,,,,,,,,
54,0EzVhTsa,4.6,09/29/2024 07:53:11,,,,,,,,,,,,,,,,,,,,,,
195,g9GNouOt,0.6,06/27/2024 01:23:41,,,,,,,,,,,,,,,,,,,,,,
782,9uhJRpll,0.8,12/21/2024 15:39:08,,,,,,,,,,,,,,,,,,,,,,
622,fLc9j3UC,0.7,08/17/2024 23:25:08,,,,,,,,,,,,,,,,,,,,,,
187,B5P3qRxl,2,07/07/2024 12:53,,,,,,,,,,,,,,,,,,,,,,
758,fLc9j3UC,2.9,06/06/2024 09:07,,,,,,,,,,,,,,,,,,,,,,
939,xCIWceC8,3.6,07/09/2024 21:45,,,,,,,,,,,,,,,,,,,,,,
127,EivC7a4c,0.5,06/20/2024 11:16:46,,,,,,,,,,,,,,,,,,,,,,
819,6cGBdrNa,3.2,05/25/2024 08:46:18,,,,,,,,,,,,,,,,,,,,,,
791,Z4apxlgF,0.5,08/30/2024 10:41:57,,,,,,,,,,,,,,,,,,,,,,
909,MTqbmk8e,2.3,09/13/2024 03:29:27,,,,,,,,,,,,,,,,,,,,,,
963,m27HdV6p,2.4,06/26/2024 01:54:14,,,,,,,,,,,,,,,,,,,,,,
802,KYQWOuPt,2.7,07/03/2024 22:11,,,,,,,,,,,,,,,,,,,,,,
110,YjOtPCEF,0.8,06/11/2024 10:30,,,,,,,,,,,,,,,,,,,,,,
415,m27HdV6p,0.7,09/28/2024 14:30:06,,,,,,,,,,,,,,,,,,,,,,
667,fygt2rXy,2.8,09/18/2024 13:45:22,,,,,,,,,,,,,,,,,,,,,,
887,MTqbmk8e,4.6,05/18/2024 20:23:40,,,,,,,,,,,,,,,,,,,,,,
373,PNqRcyJz,4.8,11/03/2024 06:38,,,,,,,,,,,,,,,,,,,,,,
63,HGiR60oc,2.8,07/25/2024 21:43:30,,,,,,,,,,,,,,,,,,,,,,
103,dwnuUwhF,0.1,08/31/2024 18:46:48,,,,,,,,,,,,,,,,,,,,,,
21,l2jY6XyZ,0.3,07/22/2024 03:48:23,,,,,,,,,,,,,,,,,,,,,,
3,4ymP2vDF,5,12/16/2024 22:47:36,,,,,,,,,,,,,,,,,,,,,,
475,oLRAgq5A,1.5,12/27/2024 04:52:21,,,,,,,,,,,,,,,,,,,,,,
69,BQ8ftBVi,1.5,06/29/2024 06:14:31,,,,,,,,,,,,,,,,,,,,,,
496,8DDTMrWM,3.1,09/07/2024 15:21,,,,,,,,,,,,,,,,,,,,,,
692,BQ8ftBVi,1,09/01/2024 05:50,,,,,,,,,,,,,,,,,,,,,,
355,DaXYgZ7B,3.8,10/10/2024 07:49,,,,,,,,,,,,,,,,,,,,,,
220,BQ8ftBVi,1.9,08/22/2024 13:01:50,,,,,,,,,,,,,,,,,,,,,,
1000,fMTh70Hi,2.4,06/30/2024 09:46:24,,,,,,,,,,,,,,,,,,,,,,
770,G4UECIUK,0.5,05/29/2024 23:57:08,,,,,,,,,,,,,,,,,,,,,,
468,8Gku9ySR,0.7,06/07/2024 11:18,,,,,,,,,,,,,,,,,,,,,,
513,NkG9FjA9,2,07/02/2024 20:03,,,,,,,,,,,,,,,,,,,,,,
145,MTqbmk8e,3.7,08/26/2024 22:23:21,,,,,,,,,,,,,,,,,,,,,,
128,HGiR60oc,4.1,10/17/2024 15:29:01,,,,,,,,,,,,,,,,,,,,,,
764,3wKQFiO2,2.5,05/20/2024 05:06:32,,,,,,,,,,,,,,,,,,,,,,
326,fMTh70Hi,3.2,08/02/2024 11:12,,,,,,,,,,,,,,,,,,,,,,
77,jAwUaSm0,3.3,05/15/2024 07:38:13,,,,,,,,,,,,,,,,,,,,,,
586,BK8FE1Km,3.1,09/30/2024 06:24:26,,,,,,,,,,,,,,,,,,,,,,
422,kCUUAGJS,4.9,08/12/2024 05:30,,,,,,,,,,,,,,,,,,,,,,
906,NkG9FjA9,0.5,06/29/2024 05:45:23,,,,,,,,,,,,,,,,,,,,,,
412,dx5D36N5,1.8,12/12/2024 18:06,,,,,,,,,,,,,,,,,,,,,,
58,wvaT0151,0.1,11/24/2024 02:19:29,,,,,,,,,,,,,,,,,,,,,,
49,FcXoSIWK,1.9,05/17/2024 14:18:14,,,,,,,,,,,,,,,,,,,,,,
828,NkG9FjA9,4.6,10/10/2024 18:40,,,,,,,,,,,,,,,,,,,,,,
943,3wKQFiO2,4.5,10/31/2024 06:49:35,,,,,,,,,,,,,,,,,,,,,,
285,B5P3qRxl,1.4,11/01/2024 00:39,,,,,,,,,,,,,,,,,,,,,,
523,MTqbmk8e,2.9,07/30/2024 00:03:17,,,,,,,,,,,,,,,,,,,,,,
798,hdj0zyeI,2,11/05/2024 22:40,,,,,,,,,,,,,,,,,,,,,,
798,KYQWOuPt,4.8,12/20/2024 19:22:33,,,,,,,,,,,,,,,,,,,,,,
107,l2jY6XyZ,1.4,07/08/2024 01:30,,,,,,,,,,,,,,,,,,,,,,
639,6cGBdrNa,3.8,09/02/2024 11:57,,,,,,,,,,,,,,,,,,,,,,
823,oLRAgq5A,2.8,09/30/2024 23:02:55,,,,,,,,,,,,,,,,,,,,,,
70,jAwUaSm0,1,06/16/2024 00:11:02,,,,,,,,,,,,,,,,,,,,,,
271,kCUUAGJS,4.8,05/15/2024 08:46:26,,,,,,,,,,,,,,,,,,,,,,
252,G4UECIUK,3.4,12/26/2024 01:00:31,,,,,,,,,,,,,,,,,,,,,,
629,6HPmarFL,1.7,06/08/2024 01:23,,,,,,,,,,,,,,,,,,,,,,
981,cZK9agVW,4.4,11/03/2024 13:20,,,,,,,,,,,,,,,,,,,,,,
667,jAwUaSm0,4.8,07/06/2024 05:54,,,,,,,,,,,,,,,,,,,,,,
659,hdj0zyeI,4.1,05/14/2024 12:43:48,,,,,,,,,,,,,,,,,,,,,,
964,HGiR60oc,2.1,12/14/2024 09:23:01,,,,,,,,,,,,,,,,,,,,,,
490,U8bmzQrx,0.6,05/19/2024 15:27:37,,,,,,,,,,,,,,,,,,,,,,
85,4ymP2vDF,4.1,11/21/2024 06:19:00,,,,,,,,,,,,,,,,,,,,,,
869,aHOw7qTH,0.4,07/28/2024 14:12:42,,,,,,,,,,,,,,,,,,,,,,
738,6cGBdrNa,3.5,12/11/2024 20:51,,,,,,,,,,,,,,,,,,,,,,
600,kOqYMICU,0.6,05/18/2024 01:51:33,,,,,,,,,,,,,,,,,,,,,,
907,G4UECIUK,3.3,05/30/2024 15:38:03,,,,,,,,,,,,,,,,,,,,,,
97,mo98yE6E,4.5,12/18/2024 18:06:19,,,,,,,,,,,,,,,,,,,,,,
889,fygt2rXy,0.9,09/13/2024 06:26:10,,,,,,,,,,,,,,,,,,,,,,
291,9vCM5fVN,3.8,07/09/2024 09:13,,,,,,,,,,,,,,,,,,,,,,
853,0EzVhTsa,4.8,06/09/2024 15:26,,,,,,,,,,,,,,,,,,,,,,
885,kOqYMICU,3.9,12/20/2024 14:06:31,,,,,,,,,,,,,,,,,,,,,,
969,9uhJRpll,0.3,11/17/2024 10:59:12,,,,,,,,,,,,,,,,,,,,,,
92,3wKQFiO2,1.9,12/25/2024 04:22:29,,,,,,,,,,,,,,,,,,,,,,
843,Z4apxlgF,4.3,11/24/2024 08:49:38,,,,,,,,,,,,,,,,,,,,,,
591,o9yT4nry,3,09/04/2024 06:42,,,,,,,,,,,,,,,,,,,,,,
353,PNqRcyJz,2.1,11/19/2024 02:28:30,,,,,,,,,,,,,,,,,,,,,,
960,xIK5ulv1,2.9,06/09/2024 07:01,,,,,,,,,,,,,,,,,,,,,,
139,KYQWOuPt,1.9,10/06/2024 05:36,,,,,,,,,,,,,,,,,,,,,,
313,mqvqevQR,1.7,07/30/2024 03:11:58,,,,,,,,,,,,,,,,,,,,,,
332,KYQWOuPt,2.4,06/05/2024 04:10,,,,,,,,,,,,,,,,,,,,,,
182,xIK5ulv1,2.2,08/02/2024 22:59,,,,,,,,,,,,,,,,,,,,,,
250,dx5D36N5,4.8,10/23/2024 08:04:07,,,,,,,,,,,,,,,,,,,,,,
663,YOjncZCI,4.6,12/30/2024 23:41:18,,,,,,,,,,,,,,,,,,,,,,
983,xCIWceC8,0.8,10/22/2024 19:55:22,,,,,,,,,,,,,,,,,,,,,,
243,BK8FE1Km,1.6,08/24/2024 06:16:33,,,,,,,,,,,,,,,,,,,,,,
681,3SugIfuh,4,08/11/2024 10:01,,,,,,,,,,,,,,,,,,,,,,
561,DLw8ulZ0,2.7,10/31/2024 16:15:12,,,,,,,,,,,,,,,,,,,,,,
49,xCIWceC8,2.1,12/13/2024 02:42:55,,,,,,,,,,,,,,,,,,,,,,
913,8Gku9ySR,0.3,05/21/2024 11:36:14,,,,,,,,,,,,,,,,,,,,,,
670,U8bmzQrx,0.5,12/29/2024 01:54:48,,,,,,,,,,,,,,,,,,,,,,
443,YOjncZCI,2.2,12/14/2024 06:45:51,,,,,,,,,,,,,,,,,,,,,,
12,E5CX11Dq,3.8,11/03/2024 18:42,,,,,,,,,,,,,,,,,,,,,,
257,6cGBdrNa,3.6,10/13/2024 06:35:27,,,,,,,,,,,,,,,,,,,,,,
809,BK8FE1Km,3.3,05/30/2024 20:28:30,,,,,,,,,,,,,,,,,,,,,,
632,BQ8ftBVi,4.3,08/02/2024 21:07,,,,,,,,,,,,,,,,,,,,,,
839,fygt2rXy,2.6,12/07/2024 18:08,,,,,,,,,,,,,,,,,,,,,,
373,G4UECIUK,4.2,12/23/2024 21:09:30,,,,,,,,,,,,,,,,,,,,,,
431,FUWywp2n,3.8,11/12/2024 06:35,,,,,,,,,,,,,,,,,,,,,,
563,Z4apxlgF,0.6,08/17/2024 08:32:20,,,,,,,,,,,,,,,,,,,,,,
16,ovRB4Nse,2.7,10/20/2024 03:52:55,,,,,,,,,,,,,,,,,,,,,,
915,MTqbmk8e,4,11/22/2024 00:01:05,,,,,,,,,,,,,,,,,,,,,,
458,3wKQFiO2,2.9,06/13/2024 04:14:06,,,,,,,,,,,,,,,,,,,,,,
999,6HPmarFL,4.8,07/24/2024 00:54:53,,,,,,,,,,,,,,,,,,,,,,
895,xIK5ulv1,1.8,11/01/2024 12:33,,,,,,,,,,,,,,,,,,,,,,
486,8Gku9ySR,1,12/19/2024 05:17:20,,,,,,,,,,,,,,,,,,,,,,
437,Z4apxlgF,3,10/18/2024 16:15:19,,,,,,,,,,,,,,,,,,,,,,
53,fygt2rXy,0.7,09/25/2024 14:57:21,,,,,,,,,,,,,,,,,,,,,,
202,hZEXpOSP,3.5,11/20/2024 07:16:56,,,,,,,,,,,,,,,,,,,,,,
267,DLw8ulZ0,0.1,05/15/2024 10:54:18,,,,,,,,,,,,,,,,,,,,,,
236,3SugIfuh,4.5,10/06/2024 17:30,,,,,,,,,,,,,,,,,,,,,,
939,fLc9j3UC,0.2,11/29/2024 06:48:36,,,,,,,,,,,,,,,,,,,,,,
745,8DDTMrWM,3.1,12/17/2024 05:58:13,,,,,,,,,,,,,,,,,,,,,,
873,G4UECIUK,1.5,10/15/2024 12:22:19,,,,,,,,,,,,,,,,,,,,,,
733,WBUDCzp4,0.3,12/28/2024 16:48:08,,,,,,,,,,,,,,,,,,,,,,
43,l2jY6XyZ,3.8,07/10/2024 14:47,,,,,,,,,,,,,,,,,,,,,,
276,mqvqevQR,3.6,11/16/2024 06:04:50,,,,,,,,,,,,,,,,,,,,,,
847,fMTh70Hi,5,08/15/2024 08:50:28,,,,,,,,,,,,,,,,,,,,,,
870,U24AVPWB,4,12/15/2024 15:19:57,,,,,,,,,,,,,,,,,,,,,,
686,FUWywp2n,0.3,10/02/2024 17:56,,,,,,,,,,,,,,,,,,,,,,
74,mqvqevQR,1.1,09/29/2024 20:11:19,,,,,,,,,,,,,,,,,,,,,,
475,DaXYgZ7B,1,07/28/2024 07:47:45,,,,,,,,,,,,,,,,,,,,,,
521,FcXoSIWK,4.1,07/06/2024 19:46,,,,,,,,,,,,,,,,,,,,,,
417,lWScuRqI,0.3,06/22/2024 15:54:46,,,,,,,,,,,,,,,,,,,,,,
710,m27HdV6p,0.8,10/14/2024 10:17:16,,,,,,,,,,,,,,,,,,,,,,
572,mqvqevQR,0.2,12/19/2024 23:32:24,,,,,,,,,,,,,,,,,,,,,,
24,E5CX11Dq,2.7,06/16/2024 07:41:50,,,,,,,,,,,,,,,,,,,,,,
30,KYQWOuPt,1.4,11/29/2024 07:00:59,,,,,,,,,,,,,,,,,,,,,,
831,NkG9FjA9,2.9,12/29/2024 02:51:29,,,,,,,,,,,,,,,,,,,,,,
696,G4UECIUK,3.4,08/28/2024 06:52:15,,,,,,,,,,,,,,,,,,,,,,
428,wvaT0151,1.7,08/08/2024 04:58,,,,,,,,,,,,,,,,,,,,,,
62,BQ8ftBVi,2.7,12/11/2024 13:30,,,,,,,,,,,,,,,,,,,,,,
67,U8bmzQrx,2.1,08/24/2024 02:03:19,,,,,,,,,,,,,,,,,,,,,,
40,4ymP2vDF,1.4,12/05/2024 13:14,,,,,,,,,,,,,,,,,,,,,,
143,m27HdV6p,2.3,10/04/2024 00:01,,,,,,,,,,,,,,,,,,,,,,
714,8DDTMrWM,1,10/18/2024 15:40:03,,,,,,,,,,,,,,,,,,,,,,
434,wvaT0151,1.6,06/16/2024 22:59:55,,,,,,,,,,,,,,,,,,,,,,
308,YjOtPCEF,4.9,10/09/2024 19:10,,,,,,,,,,,,,,,,,,,,,,
821,3SugIfuh,0.5,06/26/2024 15:06:20,,,,,,,,,,,,,,,,,,,,,,
937,fMTh70Hi,1.8,09/28/2024 21:36:07,,,,,,,,,,,,,,,,,,,,,,
115,kCUUAGJS,1.4,11/01/2024 10:51,,,,,,,,,,,,,,,,,,,,,,
412,hdj0zyeI,4.5,07/10/2024 09:17,,,,,,,,,,,,,,,,,,,,,,
563,BK8FE1Km,2.3,07/13/2024 16:45:35,,,,,,,,,,,,,,,,,,,,,,
38,FcXoSIWK,0.9,12/01/2024 20:29,,,,,,,,,,,,,,,,,,,,,,
411,9uhJRpll,2,06/14/2024 16:14:13,,,,,,,,,,,,,,,,,,,,,,
86,fygt2rXy,1,07/27/2024 23:37:23,,,,,,,,,,,,,,,,,,,,,,
869,U8bmzQrx,1.6,11/21/2024 21:16:22,,,,,,,,,,,,,,,,,,,,,,
416,E5CX11Dq,4.6,06/03/2024 07:05,,,,,,,,,,,,,,,,,,,,,,
13,8DDTMrWM,0.6,07/09/2024 19:19,,,,,,,,,,,,,,,,,,,,,,
408,wvaT0151,3.9,06/12/2024 08:00,,,,,,,,,,,,,,,,,,,,,,
882,YjOtPCEF,1.7,08/07/2024 15:05,,,,,,,,,,,,,,,,,,,,,,
990,lWScuRqI,1.8,11/24/2024 19:30:11,,,,,,,,,,,,,,,,,,,,,,
572,9uhJRpll,1.5,05/20/2024 12:11:11,,,,,,,,,,,,,,,,,,,,,,
418,04oFvmya,3.2,10/29/2024 08:32:28,,,,,,,,,,,,,,,,,,,,,,
952,PNqRcyJz,4.7,07/31/2024 03:16:28,,,,,,,,,,,,,,,,,,,,,,
38,DaXYgZ7B,0.8,09/19/2024 19:56:51,,,,,,,,,,,,,,,,,,,,,,
631,o9yT4nry,1.1,07/11/2024 23:56,,,,,,,,,,,,,,,,,,,,,,
888,HGiR60oc,4.3,12/07/2024 10:06,,,,,,,,,,,,,,,,,,,,,,
821,aHOw7qTH,2.9,06/11/2024 13:38,,,,,,,,,,,,,,,,,,,,,,
736,PNqRcyJz,0.9,07/30/2024 16:51:33,,,,,,,,,,,,,,,,,,,,,,
630,l2jY6XyZ,4.3,09/06/2024 22:48,,,,,,,,,,,,,,,,,,,,,,
106,3wKQFiO2,3.4,10/10/2024 11:17,,,,,,,,,,,,,,,,,,,,,,
813,YOjncZCI,2.2,11/15/2024 03:26:01,,,,,,,,,,,,,,,,,,,,,,
680,DLw8ulZ0,0.8,11/02/2024 02:48,,,,,,,,,,,,,,,,,,,,,,
844,PNqRcyJz,0.8,09/21/2024 19:00:52,,,,,,,,,,,,,,,,,,,,,,
187,PNqRcyJz,3.5,06/25/2024 10:19:17,,,,,,,,,,,,,,,,,,,,,,
77,04oFvmya,4.6,12/01/2024 13:45,,,,,,,,,,,,,,,,,,,,,,
673,U8bmzQrx,2.3,07/03/2024 08:45,,,,,,,,,,,,,,,,,,,,,,
418,YOjncZCI,2.5,06/25/2024 20:34:11,,,,,,,,,,,,,,,,,,,,,,
390,fMTh70Hi,4.6,09/24/2024 04:48:31,,,,,,,,,,,,,,,,,,,,,,
683,xCIWceC8,1.1,08/28/2024 21:11:46,,,,,,,,,,,,,,,,,,,,,,
890,U8bmzQrx,0.8,05/18/2024 04:18:07,,,,,,,,,,,,,,,,,,,,,,
934,DaXYgZ7B,1.4,11/04/2024 02:13,,,,,,,,,,,,,,,,,,,,,,
23,cZK9agVW,0.4,09/04/2024 06:38,,,,,,,,,,,,,,,,,,,,,,
710,lWScuRqI,4.4,08/08/2024 11:40,,,,,,,,,,,,,,,,,,,,,,
267,4ymP2vDF,1.5,10/19/2024 20:25:04,,,,,,,,,,,,,,,,,,,,,,
338,kOqYMICU,2.9,12/11/2024 06:25,,,,,,,,,,,,,,,,,,,,,,
347,cvu1apHp,3.8,09/17/2024 06:22:06,,,,,,,,,,,,,,,,,,,,,,
217,hZEXpOSP,2.2,10/28/2024 23:33:40,,,,,,,,,,,,,,,,,,,,,,
24,hZEXpOSP,0.5,12/07/2024 23:33,,,,,,,,,,,,,,,,,,,,,,
467,wvaT0151,0.2,08/27/2024 04:39:21,,,,,,,,,,,,,,,,,,,,,,
750,fMTh70Hi,1.6,08/03/2024 04:28,,,,,,,,,,,,,,,,,,,,,,
520,8Gku9ySR,4.9,08/02/2024 23:31,,,,,,,,,,,,,,,,,,,,,,
808,DLw8ulZ0,3.9,12/30/2024 08:01:55,,,,,,,,,,,,,,,,,,,,,,
874,3wKQFiO2,4,12/04/2024 14:03,,,,,,,,,,,,,,,,,,,,,,
169,E5CX11Dq,1.6,07/21/2024 19:11:57,,,,,,,,,,,,,,,,,,,,,,
283,EivC7a4c,2.9,06/16/2024 19:21:47,,,,,,,,,,,,,,,,,,,,,,
989,KYQWOuPt,0.4,12/30/2024 09:55:28,,,,,,,,,,,,,,,,,,,,,,
872,hdj0zyeI,2.3,09/29/2024 04:43:29,,,,,,,,,,,,,,,,,,,,,,
599,lWScuRqI,2.2,08/31/2024 23:49:27,,,,,,,,,,,,,,,,,,,,,,
116,xIK5ulv1,4.5,11/24/2024 17:51:19,,,,,,,,,,,,,,,,,,,,,,
29,BQ8ftBVi,0.3,08/18/2024 04:44:30,,,,,,,,,,,,,,,,,,,,,,
985,jAwUaSm0,4.8,07/04/2024 19:04,,,,,,,,,,,,,,,,,,,,,,
695,KYQWOuPt,3.9,11/20/2024 14:20:52,,,,,,,,,,,,,,,,,,,,,,
977,YjOtPCEF,3.6,12/28/2024 14:10:44,,,,,,,,,,,,,,,,,,,,,,
460,4ymP2vDF,4.7,09/24/2024 03:58:59,,,,,,,,,,,,,,,,,,,,,,
703,04oFvmya,1.8,09/27/2024 16:15:54,,,,,,,,,,,,,,,,,,,,,,
313,o9yT4nry,0.2,12/29/2024 13:50:03,,,,,,,,,,,,,,,,,,,,,,
